"LAYING.1","SITTING.1","STANDING.1","WALKING.1","WALKING_DOWNSTAIRS.1","WALKING_UPSTAIRS.1","LAYING.3","SITTING.3","STANDING.3","WALKING.3","WALKING_DOWNSTAIRS.3","WALKING_UPSTAIRS.3","LAYING.5","SITTING.5","STANDING.5","WALKING.5","WALKING_DOWNSTAIRS.5","WALKING_UPSTAIRS.5","LAYING.6","SITTING.6","STANDING.6","WALKING.6","WALKING_DOWNSTAIRS.6","WALKING_UPSTAIRS.6","LAYING.7","SITTING.7","STANDING.7","WALKING.7","WALKING_DOWNSTAIRS.7","WALKING_UPSTAIRS.7","LAYING.8","SITTING.8","STANDING.8","WALKING.8","WALKING_DOWNSTAIRS.8","WALKING_UPSTAIRS.8","LAYING.11","SITTING.11","STANDING.11","WALKING.11","WALKING_DOWNSTAIRS.11","WALKING_UPSTAIRS.11","LAYING.14","SITTING.14","STANDING.14","WALKING.14","WALKING_DOWNSTAIRS.14","WALKING_UPSTAIRS.14","LAYING.15","SITTING.15","STANDING.15","WALKING.15","WALKING_DOWNSTAIRS.15","WALKING_UPSTAIRS.15","LAYING.16","SITTING.16","STANDING.16","WALKING.16","WALKING_DOWNSTAIRS.16","WALKING_UPSTAIRS.16","LAYING.17","SITTING.17","STANDING.17","WALKING.17","WALKING_DOWNSTAIRS.17","WALKING_UPSTAIRS.17","LAYING.19","SITTING.19","STANDING.19","WALKING.19","WALKING_DOWNSTAIRS.19","WALKING_UPSTAIRS.19","LAYING.21","SITTING.21","STANDING.21","WALKING.21","WALKING_DOWNSTAIRS.21","WALKING_UPSTAIRS.21","LAYING.22","SITTING.22","STANDING.22","WALKING.22","WALKING_DOWNSTAIRS.22","WALKING_UPSTAIRS.22","LAYING.23","SITTING.23","STANDING.23","WALKING.23","WALKING_DOWNSTAIRS.23","WALKING_UPSTAIRS.23","LAYING.25","SITTING.25","STANDING.25","WALKING.25","WALKING_DOWNSTAIRS.25","WALKING_UPSTAIRS.25","LAYING.26","SITTING.26","STANDING.26","WALKING.26","WALKING_DOWNSTAIRS.26","WALKING_UPSTAIRS.26","LAYING.27","SITTING.27","STANDING.27","WALKING.27","WALKING_DOWNSTAIRS.27","WALKING_UPSTAIRS.27","LAYING.28","SITTING.28","STANDING.28","WALKING.28","WALKING_DOWNSTAIRS.28","WALKING_UPSTAIRS.28","LAYING.29","SITTING.29","STANDING.29","WALKING.29","WALKING_DOWNSTAIRS.29","WALKING_UPSTAIRS.29","LAYING.30","SITTING.30","STANDING.30","WALKING.30","WALKING_DOWNSTAIRS.30","WALKING_UPSTAIRS.30","LAYING.2","SITTING.2","STANDING.2","WALKING.2","WALKING_DOWNSTAIRS.2","WALKING_UPSTAIRS.2","LAYING.4","SITTING.4","STANDING.4","WALKING.4","WALKING_DOWNSTAIRS.4","WALKING_UPSTAIRS.4","LAYING.9","SITTING.9","STANDING.9","WALKING.9","WALKING_DOWNSTAIRS.9","WALKING_UPSTAIRS.9","LAYING.10","SITTING.10","STANDING.10","WALKING.10","WALKING_DOWNSTAIRS.10","WALKING_UPSTAIRS.10","LAYING.12","SITTING.12","STANDING.12","WALKING.12","WALKING_DOWNSTAIRS.12","WALKING_UPSTAIRS.12","LAYING.13","SITTING.13","STANDING.13","WALKING.13","WALKING_DOWNSTAIRS.13","WALKING_UPSTAIRS.13","LAYING.18","SITTING.18","STANDING.18","WALKING.18","WALKING_DOWNSTAIRS.18","WALKING_UPSTAIRS.18","LAYING.20","SITTING.20","STANDING.20","WALKING.20","WALKING_DOWNSTAIRS.20","WALKING_UPSTAIRS.20","LAYING.24","SITTING.24","STANDING.24","WALKING.24","WALKING_DOWNSTAIRS.24","WALKING_UPSTAIRS.24"
"tBodyGyro-arCoeff()-Z,3",NA,NA,-0.0423163119754755,NA,NA,NA,NA,NA,-0.0251657717227566,NA,NA,NA,NA,NA,-0.0368889391448973,NA,NA,NA,NA,NA,0.0242650935590462,NA,NA,NA,NA,NA,-0.0854120254009416,NA,NA,NA,NA,NA,-0.0470069266291815,NA,NA,NA,NA,0.0290798748904459,0.64342885,NA,NA,NA,NA,0.0858666653960991,NA,NA,NA,NA,NA,0.0229814653250915,NA,NA,NA,NA,NA,-0.0127155059962022,NA,NA,NA,NA,NA,-0.016876310167663,NA,NA,NA,NA,0.00843979262322695,0.163383609241026,NA,NA,NA,NA,-0.021940109963848,NA,NA,NA,NA,NA,-0.0157707167037383,NA,NA,NA,NA,NA,0.025997090079543,NA,NA,NA,NA,NA,0.0738705201572127,NA,NA,NA,NA,NA,0.0903105338019079,NA,NA,0.00173572265541667,NA,NA,NA,NA,NA,-0.0171226285956383,NA,NA,NA,NA,NA,-0.0736535234359948,NA,NA,NA,NA,NA,0.0231991166276453,NA,NA,NA,NA,NA,-0.0682795393595526,-0.56453123,NA,NA,NA,NA,NA,-0.0733458710096026,NA,NA,NA,NA,NA,-0.0783537490010726,NA,NA,NA,NA,NA,0.0243758665861806,NA,NA,NA,NA,NA,-0.0453267449393537,NA,NA,NA,NA,NA,-0.064830834629703,-0.100500636429661,NA,NA,NA,NA,NA,-0.0278984577131498,NA,NA,NA,NA,NA,0.0330457489197253,NA,NA,NA,NA,NA,0.0549451567937853,NA,NA,NA,NA,NA,0.0120485861816273
"tBodyGyro-arCoeff()-Z,4",NA,NA,0.178624609412392,NA,NA,NA,NA,NA,0.0972574379192375,NA,NA,NA,NA,NA,0.112798245406623,NA,NA,NA,NA,NA,0.0823385433270769,NA,NA,NA,NA,NA,0.180301537235552,NA,NA,NA,NA,NA,0.206991875653381,NA,NA,NA,NA,0.0666667139168471,-0.255952485,NA,NA,NA,NA,0.0795448240694427,NA,NA,NA,NA,NA,0.185897059528659,NA,NA,NA,NA,NA,0.114102910803169,NA,NA,NA,NA,NA,0.0735063928090761,NA,NA,NA,NA,0.139115404201099,0.00837129457820513,NA,NA,NA,NA,0.206835919791912,NA,NA,NA,NA,NA,0.300227871209408,NA,NA,NA,NA,NA,0.1727232349475,NA,NA,NA,NA,NA,-0.0218996046232763,NA,NA,NA,NA,NA,0.0797471204031039,NA,NA,0.110185570767125,NA,NA,NA,NA,NA,0.212143059206303,NA,NA,NA,NA,NA,0.197626490517801,NA,NA,NA,NA,NA,0.209932675349419,NA,NA,NA,NA,NA,0.265273105111974,0.461644633333333,NA,NA,NA,NA,NA,0.17341906970894,NA,NA,NA,NA,NA,0.203645360539347,NA,NA,NA,NA,NA,0.106157878637812,NA,NA,NA,NA,NA,0.200930573703401,NA,NA,NA,NA,NA,0.215821475557921,0.218164739124576,NA,NA,NA,NA,NA,0.160961835352446,NA,NA,NA,NA,NA,0.0904441510890934,NA,NA,NA,NA,NA,0.101598779310254,NA,NA,NA,NA,NA,0.0545680765167717
"tBodyGyro-correlation()-X,Y",NA,NA,-0.034900849132853,NA,NA,NA,NA,NA,-0.243857290725601,NA,NA,NA,NA,NA,-0.0573342885188742,NA,NA,NA,NA,NA,-0.207799822153446,NA,NA,NA,NA,NA,-0.172736836012987,NA,NA,NA,NA,NA,-0.179744894541993,NA,NA,NA,NA,-0.066502150203949,0.19364557,NA,NA,NA,NA,-0.0816445080656347,NA,NA,NA,NA,NA,-0.244285847942378,NA,NA,NA,NA,NA,2.53777289617499e-05,NA,NA,NA,NA,NA,-0.345186013550625,NA,NA,NA,NA,-0.222223208911489,-0.179632307734615,NA,NA,NA,NA,-0.121391252487255,NA,NA,NA,NA,NA,-0.339696868338629,NA,NA,NA,NA,NA,-0.128825268579839,NA,NA,NA,NA,NA,-0.310076373328606,NA,NA,NA,NA,NA,-0.211838021394737,NA,NA,-0.09916731658625,NA,NA,NA,NA,NA,-0.198811326678723,NA,NA,NA,NA,NA,-0.10833592105699,NA,NA,NA,NA,NA,-0.104020780902326,NA,NA,NA,NA,NA,-0.3037756443195,-0.56560065,NA,NA,NA,NA,NA,-0.117634999750629,NA,NA,NA,NA,NA,-0.228854402172129,NA,NA,NA,NA,NA,-0.0398903215708333,NA,NA,NA,NA,NA,-0.0460792923245578,NA,NA,NA,NA,NA,-0.187789538513465,-0.0649629067050847,NA,NA,NA,NA,NA,-0.2134988766,NA,NA,NA,NA,NA,-0.206230830554396,NA,NA,NA,NA,NA,-0.22573351442709,NA,NA,NA,NA,NA,-0.177445452551759
"tBodyGyro-correlation()-X,Z",NA,NA,-0.0435905702789625,NA,NA,NA,NA,NA,-0.0292560328593842,NA,NA,NA,NA,NA,-0.0539620611665563,NA,NA,NA,NA,NA,-0.0484358623328615,NA,NA,NA,NA,NA,0.167617086041584,NA,NA,NA,NA,NA,-0.0828299739092527,NA,NA,NA,NA,0.0935332132830255,0.3731884,NA,NA,NA,NA,0.00478711852588235,NA,NA,NA,NA,NA,-0.0677039121579268,NA,NA,NA,NA,NA,-0.0917238337734973,NA,NA,NA,NA,NA,-0.126148106812228,NA,NA,NA,NA,0.0774086659361702,0.244885216935897,NA,NA,NA,NA,-0.123262153125074,NA,NA,NA,NA,NA,0.0675026913641745,NA,NA,NA,NA,NA,-0.12117294995,NA,NA,NA,NA,NA,0.0967795955922738,NA,NA,NA,NA,NA,0.04451180011875,NA,NA,0.0232665102745833,NA,NA,NA,NA,NA,0.10790431087633,NA,NA,NA,NA,NA,0.117393655744503,NA,NA,NA,NA,NA,0.0806215545440988,NA,NA,NA,NA,NA,-0.06350430207,-0.48473199,NA,NA,NA,NA,NA,0.17754154605894,NA,NA,NA,NA,NA,0.254636813755445,NA,NA,NA,NA,NA,0.0523206986862153,NA,NA,NA,NA,NA,-0.0154393179717687,NA,NA,NA,NA,NA,-0.00184860447326732,-0.0700974681084746,NA,NA,NA,NA,NA,0.0117952641455658,NA,NA,NA,NA,NA,-0.0167599105472802,NA,NA,NA,NA,NA,-0.0246272729276836,NA,NA,NA,NA,NA,0.0396079902960472
"tBodyGyro-correlation()-Y,Z",NA,NA,-0.10499394311268,NA,NA,NA,NA,NA,-0.130032880846334,NA,NA,NA,NA,NA,-0.109456425406623,NA,NA,NA,NA,NA,-0.180886790116062,NA,NA,NA,NA,NA,-0.219587057735649,NA,NA,NA,NA,NA,-0.0633462940836299,NA,NA,NA,NA,0.0122353924187898,0.028188875,NA,NA,NA,NA,-0.0592845867535604,NA,NA,NA,NA,NA,-0.0164187550037195,NA,NA,NA,NA,NA,0.0315516794377049,NA,NA,NA,NA,NA,-0.0939283844444429,NA,NA,NA,NA,-0.130057135757128,-0.505316953010256,NA,NA,NA,NA,-0.00276565434828431,NA,NA,NA,NA,NA,-0.144134782438318,NA,NA,NA,NA,NA,-0.231299588568925,NA,NA,NA,NA,NA,-0.149042765371638,NA,NA,NA,NA,NA,-0.350502149381579,NA,NA,-0.194447291529542,NA,NA,NA,NA,NA,-0.213302787373936,NA,NA,NA,NA,NA,-0.0501202827151832,NA,NA,NA,NA,NA,-0.130875765558343,NA,NA,NA,NA,NA,-0.128122355835263,0.349861493333333,NA,NA,NA,NA,NA,-0.169148962615563,NA,NA,NA,NA,NA,-0.0576250513376972,NA,NA,NA,NA,NA,0.0503765347979167,NA,NA,NA,NA,NA,0.0229200153863946,NA,NA,NA,NA,NA,-0.0251922591613861,-0.125867915541525,NA,NA,NA,NA,NA,-0.134262430097095,NA,NA,NA,NA,NA,-0.115904915615934,NA,NA,NA,NA,NA,-0.141722632690678,NA,NA,NA,NA,NA,-0.052708779152231
"tBodyGyroJerk-mean()-X",NA,NA,-0.0971120197265994,NA,NA,NA,NA,NA,-0.0991554609633431,NA,NA,NA,NA,NA,-0.103522877147351,NA,NA,NA,NA,NA,-0.0829159966093231,NA,NA,NA,NA,NA,-0.0942037376182662,NA,NA,NA,NA,NA,-0.104969855200356,NA,NA,NA,NA,-0.080526211410828,-0.0838631045,NA,NA,NA,NA,-0.107556127062003,NA,NA,NA,NA,NA,-0.0960910108539634,NA,NA,NA,NA,NA,-0.107361614801257,NA,NA,NA,NA,NA,-0.107854170946467,NA,NA,NA,NA,-0.0869042168156028,-0.0993183353846154,NA,NA,NA,NA,-0.100558317889216,NA,NA,NA,NA,NA,-0.109257561827445,NA,NA,NA,NA,NA,-0.0966990737225806,NA,NA,NA,NA,NA,-0.108263884562298,NA,NA,NA,NA,NA,-0.101421019955132,NA,NA,-0.0971605398470833,NA,NA,NA,NA,NA,-0.0893066039356303,NA,NA,NA,NA,NA,-0.0881213551172775,NA,NA,NA,NA,NA,-0.100707751809855,NA,NA,NA,NA,NA,-0.0932811905657895,-0.0161334956666667,NA,NA,NA,NA,NA,-0.0875587491668874,NA,NA,NA,NA,NA,-0.107859315713249,NA,NA,NA,NA,NA,-0.0892254930640278,NA,NA,NA,NA,NA,-0.108150829882313,NA,NA,NA,NA,NA,-0.075396617279703,-0.0692049439288136,NA,NA,NA,NA,NA,-0.0881182379434251,NA,NA,NA,NA,NA,-0.0944029581558242,NA,NA,NA,NA,NA,-0.094982179135,NA,NA,NA,NA,NA,-0.0998294248142257
"tBodyGyroJerk-mean()-Y",NA,NA,-0.0417164808293948,NA,NA,NA,NA,NA,-0.0401923943695015,NA,NA,NA,NA,NA,-0.0490624519374172,NA,NA,NA,NA,NA,-0.0454921005615385,NA,NA,NA,NA,NA,-0.0414401406082792,NA,NA,NA,NA,NA,-0.0400922240331673,NA,NA,NA,NA,-0.0494763417675159,-0.036056577,NA,NA,NA,NA,-0.0433200489340217,NA,NA,NA,NA,NA,-0.0441270690182012,NA,NA,NA,NA,NA,-0.0416615668939617,NA,NA,NA,NA,NA,-0.039171944702962,NA,NA,NA,NA,-0.0374993264437234,-0.0412910828589744,NA,NA,NA,NA,-0.0408236141863333,NA,NA,NA,NA,NA,-0.0384616223750156,NA,NA,NA,NA,NA,-0.0432722741798387,NA,NA,NA,NA,NA,-0.0389884753435208,NA,NA,NA,NA,NA,-0.0407465479328947,NA,NA,-0.0403053067809583,NA,NA,NA,NA,NA,-0.0450414487725798,NA,NA,NA,NA,NA,-0.0447972595862042,NA,NA,NA,NA,NA,-0.0464322029527616,NA,NA,NA,NA,NA,-0.0415263653982632,-0.0113986366666667,NA,NA,NA,NA,NA,-0.0433986835453642,NA,NA,NA,NA,NA,-0.0400427574662461,NA,NA,NA,NA,NA,-0.0397344421815972,NA,NA,NA,NA,NA,-0.0424219983671769,NA,NA,NA,NA,NA,-0.0418720001816832,-0.0467718600059322,NA,NA,NA,NA,NA,-0.0440836605146789,NA,NA,NA,NA,NA,-0.044169186546978,NA,NA,NA,NA,NA,-0.0414356124141243,NA,NA,NA,NA,NA,-0.0390749421383202
"tBodyGyroJerk-mean()-Z",NA,NA,-0.0471393985477522,NA,NA,NA,NA,NA,-0.0521178264170088,NA,NA,NA,NA,NA,-0.0506258160122517,NA,NA,NA,NA,NA,-0.0533610323667692,NA,NA,NA,NA,NA,-0.0610307928148701,NA,NA,NA,NA,NA,-0.0582887148366548,NA,NA,NA,NA,-0.0481072817632166,-0.033371406,NA,NA,NA,NA,-0.0450693836894427,NA,NA,NA,NA,NA,-0.0555645456881098,NA,NA,NA,NA,NA,-0.0539470410873497,NA,NA,NA,NA,NA,-0.0508496510874185,NA,NA,NA,NA,-0.0572815080969149,-0.0558204450128205,NA,NA,NA,NA,-0.0533861046416422,NA,NA,NA,NA,NA,-0.0582144293519003,NA,NA,NA,NA,NA,-0.0621959093526344,NA,NA,NA,NA,NA,-0.0555782223647433,NA,NA,NA,NA,NA,-0.0582775581136711,NA,NA,-0.0542770612758333,NA,NA,NA,NA,NA,-0.0586254676047872,NA,NA,NA,NA,NA,-0.0607680707408115,NA,NA,NA,NA,NA,-0.052785999031686,NA,NA,NA,NA,NA,-0.0487768704016316,-0.12266362,NA,NA,NA,NA,NA,-0.0557541828188742,NA,NA,NA,NA,NA,-0.0578089304000631,NA,NA,NA,NA,NA,-0.053402884281875,NA,NA,NA,NA,NA,-0.0555521277515646,NA,NA,NA,NA,NA,-0.0610953549569307,-0.0512327081544915,NA,NA,NA,NA,NA,-0.0582718748712538,NA,NA,NA,NA,NA,-0.0568482569002198,NA,NA,NA,NA,NA,-0.0543001277610169,NA,NA,NA,NA,NA,-0.0552987683401575
"tBodyGyroJerk-std()-X",NA,NA,-0.637812687210375,NA,NA,NA,NA,NA,-0.689328428607038,NA,NA,NA,NA,NA,-0.662581310334437,NA,NA,NA,NA,NA,-0.546009968372308,NA,NA,NA,NA,NA,-0.701731200484416,NA,NA,NA,NA,NA,-0.674984452240214,NA,NA,NA,NA,-0.78059608955414,-0.961040155,NA,NA,NA,NA,-0.7862917325387,NA,NA,NA,NA,NA,-0.731382711036585,NA,NA,NA,NA,NA,-0.858298719153005,NA,NA,NA,NA,NA,-0.788387981630435,NA,NA,NA,NA,-0.518143683504965,-0.982878405641026,NA,NA,NA,NA,-0.792483156720588,NA,NA,NA,NA,NA,-0.708898710199377,NA,NA,NA,NA,NA,-0.728692138333333,NA,NA,NA,NA,NA,-0.768682473178484,NA,NA,NA,NA,NA,-0.845707352960526,NA,NA,-0.660510248586667,NA,NA,NA,NA,NA,-0.8210758325,NA,NA,NA,NA,NA,-0.720515676293194,NA,NA,NA,NA,NA,-0.736117664139535,NA,NA,NA,NA,NA,-0.781498790631579,-0.671404026666667,NA,NA,NA,NA,NA,-0.671679103311258,NA,NA,NA,NA,NA,-0.723788617823344,NA,NA,NA,NA,NA,-0.7617108665625,NA,NA,NA,NA,NA,-0.703243499727891,NA,NA,NA,NA,NA,-0.785781695990099,-0.579529366516949,NA,NA,NA,NA,NA,-0.715772980189602,NA,NA,NA,NA,NA,-0.842893477884615,NA,NA,NA,NA,NA,-0.698354145936441,NA,NA,NA,NA,NA,-0.764490030609974
"tBodyGyroJerk-std()-Y",NA,NA,-0.634472244550432,NA,NA,NA,NA,NA,-0.842659862111437,NA,NA,NA,NA,NA,-0.774114270364238,NA,NA,NA,NA,NA,-0.677635980501539,NA,NA,NA,NA,NA,-0.674920114957468,NA,NA,NA,NA,NA,-0.683086930288968,NA,NA,NA,NA,-0.867648350828025,-0.982815065,NA,NA,NA,NA,-0.6979155314613,NA,NA,NA,NA,NA,-0.853956592073171,NA,NA,NA,NA,NA,-0.86957312057377,NA,NA,NA,NA,NA,-0.825988662771739,NA,NA,NA,NA,-0.653111328633333,-0.989480799358974,NA,NA,NA,NA,-0.815859336004902,NA,NA,NA,NA,NA,-0.859924419844237,NA,NA,NA,NA,NA,-0.546043593651882,NA,NA,NA,NA,NA,-0.902628080757946,NA,NA,NA,NA,NA,-0.900085505789474,NA,NA,-0.795595732708333,NA,NA,NA,NA,NA,-0.837320211489362,NA,NA,NA,NA,NA,-0.825038783246073,NA,NA,NA,NA,NA,-0.853639613139535,NA,NA,NA,NA,NA,-0.800032437973684,-0.661595183333333,NA,NA,NA,NA,NA,-0.783595466728477,NA,NA,NA,NA,NA,-0.902502592618297,NA,NA,NA,NA,NA,-0.773273878854167,NA,NA,NA,NA,NA,-0.768641779047619,NA,NA,NA,NA,NA,-0.841160568910891,-0.75999997338983,NA,NA,NA,NA,NA,-0.718988591831804,NA,NA,NA,NA,NA,-0.884050472967033,NA,NA,NA,NA,NA,-0.684280685533898,NA,NA,NA,NA,NA,-0.792718702440945
"tBodyGyroJerk-std()-Z",NA,NA,-0.664591977786455,NA,NA,NA,NA,NA,-0.743028500565982,NA,NA,NA,NA,NA,-0.564680771249007,NA,NA,NA,NA,NA,-0.526908306306892,NA,NA,NA,NA,NA,-0.750808705594156,NA,NA,NA,NA,NA,-0.695970301754448,NA,NA,NA,NA,-0.794328936815287,-0.97791635,NA,NA,NA,NA,-0.638299064788854,NA,NA,NA,NA,NA,-0.795626198384146,NA,NA,NA,NA,NA,-0.837039926065574,NA,NA,NA,NA,NA,-0.808251302907609,NA,NA,NA,NA,-0.604108473047411,-0.985228984358974,NA,NA,NA,NA,-0.812017312181373,NA,NA,NA,NA,NA,-0.742272774987539,NA,NA,NA,NA,NA,-0.740518145887097,NA,NA,NA,NA,NA,-0.831848667286064,NA,NA,NA,NA,NA,-0.860892131447368,NA,NA,-0.717500807291667,NA,NA,NA,NA,NA,-0.782945588829787,NA,NA,NA,NA,NA,-0.769755981125654,NA,NA,NA,NA,NA,-0.770221314302326,NA,NA,NA,NA,NA,-0.764485671052632,-0.603992823333333,NA,NA,NA,NA,NA,-0.674611933293046,NA,NA,NA,NA,NA,-0.748369141315457,NA,NA,NA,NA,NA,-0.744656038298611,NA,NA,NA,NA,NA,-0.686800252738095,NA,NA,NA,NA,NA,-0.790683052970297,-0.678598462567797,NA,NA,NA,NA,NA,-0.712716428498471,NA,NA,NA,NA,NA,-0.83861466293956,NA,NA,NA,NA,NA,-0.636715878557062,NA,NA,NA,NA,NA,-0.796816516614173
"tBodyGyroJerk-mad()-X",NA,NA,-0.642637009504323,NA,NA,NA,NA,NA,-0.686669637002933,NA,NA,NA,NA,NA,-0.656131212417219,NA,NA,NA,NA,NA,-0.546114770441969,NA,NA,NA,NA,NA,-0.715075875415909,NA,NA,NA,NA,NA,-0.661158028429537,NA,NA,NA,NA,-0.775206780477707,-0.97709674,NA,NA,NA,NA,-0.781335187770898,NA,NA,NA,NA,NA,-0.722000018969512,NA,NA,NA,NA,NA,-0.855412061994536,NA,NA,NA,NA,NA,-0.788863693451087,NA,NA,NA,NA,-0.507389317407801,-0.984276165769231,NA,NA,NA,NA,-0.791772327110294,NA,NA,NA,NA,NA,-0.710703258245171,NA,NA,NA,NA,NA,-0.727274080322581,NA,NA,NA,NA,NA,-0.76626042002445,NA,NA,NA,NA,NA,-0.83998444381579,NA,NA,-0.657200122325,NA,NA,NA,NA,NA,-0.818692544388298,NA,NA,NA,NA,NA,-0.721137636205236,NA,NA,NA,NA,NA,-0.734296028895349,NA,NA,NA,NA,NA,-0.777006183263158,-0.665736786666667,NA,NA,NA,NA,NA,-0.687879361469205,NA,NA,NA,NA,NA,-0.716356850794953,NA,NA,NA,NA,NA,-0.763637090416667,NA,NA,NA,NA,NA,-0.695726222857143,NA,NA,NA,NA,NA,-0.791925787821782,-0.584538321922034,NA,NA,NA,NA,NA,-0.716614491023853,NA,NA,NA,NA,NA,-0.835209351813187,NA,NA,NA,NA,NA,-0.701094908570622,NA,NA,NA,NA,NA,-0.769594911763779
"tBodyGyroJerk-mad()-Y",NA,NA,-0.647483815383285,NA,NA,NA,NA,NA,-0.852237495571847,NA,NA,NA,NA,NA,-0.786285713543046,NA,NA,NA,NA,NA,-0.693794136944923,NA,NA,NA,NA,NA,-0.713988493340909,NA,NA,NA,NA,NA,-0.69201454553879,NA,NA,NA,NA,-0.868338102165605,-0.98975864,NA,NA,NA,NA,-0.704911112989783,NA,NA,NA,NA,NA,-0.8609458925,NA,NA,NA,NA,NA,-0.875731983142076,NA,NA,NA,NA,NA,-0.832944140679348,NA,NA,NA,NA,-0.664883007059574,-0.991042427435897,NA,NA,NA,NA,-0.820731227745098,NA,NA,NA,NA,NA,-0.862650424049844,NA,NA,NA,NA,NA,-0.578934947242527,NA,NA,NA,NA,NA,-0.906289530146699,NA,NA,NA,NA,NA,-0.903645339144737,NA,NA,-0.805354321875,NA,NA,NA,NA,NA,-0.844842074630319,NA,NA,NA,NA,NA,-0.834469489424084,NA,NA,NA,NA,NA,-0.85488968380814,NA,NA,NA,NA,NA,-0.81041746531579,-0.667772483333333,NA,NA,NA,NA,NA,-0.801873995562914,NA,NA,NA,NA,NA,-0.90488886022082,NA,NA,NA,NA,NA,-0.779055281145833,NA,NA,NA,NA,NA,-0.778532570748299,NA,NA,NA,NA,NA,-0.850424104108911,-0.77493650940678,NA,NA,NA,NA,NA,-0.73514961275841,NA,NA,NA,NA,NA,-0.885647840906593,NA,NA,NA,NA,NA,-0.707151499971751,NA,NA,NA,NA,NA,-0.806546662572178
"tBodyGyroJerk-mad()-Z",NA,NA,-0.666657645011527,NA,NA,NA,NA,NA,-0.753248337478006,NA,NA,NA,NA,NA,-0.589509405684437,NA,NA,NA,NA,NA,-0.557891400174462,NA,NA,NA,NA,NA,-0.762078633766234,NA,NA,NA,NA,NA,-0.698194513875445,NA,NA,NA,NA,-0.791946525541401,-0.982180655,NA,NA,NA,NA,-0.64245103952322,NA,NA,NA,NA,NA,-0.799038258292683,NA,NA,NA,NA,NA,-0.839453096502732,NA,NA,NA,NA,NA,-0.81208695326087,NA,NA,NA,NA,-0.605760887429078,-0.987392517307692,NA,NA,NA,NA,-0.811821923627451,NA,NA,NA,NA,NA,-0.744141912367601,NA,NA,NA,NA,NA,-0.743276144811828,NA,NA,NA,NA,NA,-0.833154353422983,NA,NA,NA,NA,NA,-0.869335560526316,NA,NA,-0.730449188375,NA,NA,NA,NA,NA,-0.787964754255319,NA,NA,NA,NA,NA,-0.778212869947644,NA,NA,NA,NA,NA,-0.771781274447674,NA,NA,NA,NA,NA,-0.769099457052632,-0.594821156666667,NA,NA,NA,NA,NA,-0.691350504490066,NA,NA,NA,NA,NA,-0.758551185347003,NA,NA,NA,NA,NA,-0.752110165972222,NA,NA,NA,NA,NA,-0.692750204959184,NA,NA,NA,NA,NA,-0.795537955940594,-0.699674436618644,NA,NA,NA,NA,NA,-0.718549424282263,NA,NA,NA,NA,NA,-0.838867286401099,NA,NA,NA,NA,NA,-0.651052251328814,NA,NA,NA,NA,NA,-0.801967951889764
"tBodyGyroJerk-max()-X",NA,NA,-0.66445613367147,NA,NA,NA,NA,NA,-0.715673721800587,NA,NA,NA,NA,NA,-0.688701392536424,NA,NA,NA,NA,NA,-0.564618809251692,NA,NA,NA,NA,NA,-0.733453839863636,NA,NA,NA,NA,NA,-0.711849902782918,NA,NA,NA,NA,-0.798757501210191,-0.93847643,NA,NA,NA,NA,-0.804454190526316,NA,NA,NA,NA,NA,-0.771341422134146,NA,NA,NA,NA,NA,-0.862457706803279,NA,NA,NA,NA,NA,-0.812786501630435,NA,NA,NA,NA,-0.558729910167731,-0.981872609358974,NA,NA,NA,NA,-0.814444518323529,NA,NA,NA,NA,NA,-0.723690627763863,NA,NA,NA,NA,NA,-0.747199972026882,NA,NA,NA,NA,NA,-0.776146261105135,NA,NA,NA,NA,NA,-0.870148338223684,NA,NA,-0.690241207504167,NA,NA,NA,NA,NA,-0.829409298962766,NA,NA,NA,NA,NA,-0.720900258361257,NA,NA,NA,NA,NA,-0.763324466133721,NA,NA,NA,NA,NA,-0.802715780947368,-0.692198613333333,NA,NA,NA,NA,NA,-0.668974812331126,NA,NA,NA,NA,NA,-0.749735317085173,NA,NA,NA,NA,NA,-0.746619114375,NA,NA,NA,NA,NA,-0.722560813163265,NA,NA,NA,NA,NA,-0.77191400459901,-0.601853682415254,NA,NA,NA,NA,NA,-0.733178603333333,NA,NA,NA,NA,NA,-0.860815458653846,NA,NA,NA,NA,NA,-0.684966533430509,NA,NA,NA,NA,NA,-0.748279809979003
